"Inst Time","Flow (gpm)"
08/13/2017 11:00 PM,709.359191894531
08/13/2017 11:15 PM,707.1708984375
08/13/2017 11:30 PM,665.751770019531
08/13/2017 11:45 PM,660.943542480469
08/14/2017 12:00 AM,657.865539550781
08/14/2017 12:15 AM,627.614624023438
08/14/2017 12:30 AM,631.86474609375
08/14/2017 12:45 AM,626.014465332031
08/14/2017 01:00 AM,623.97802734375
08/14/2017 01:15 AM,617.985290527344
08/14/2017 01:30 AM,620.002136230469
08/14/2017 01:45 AM,616.9873046875
08/14/2017 02:00 AM,605.288391113281
08/14/2017 02:15 AM,585.216979980469
08/14/2017 02:30 AM,585.216979980469
08/14/2017 02:45 AM,584.257263183594
08/14/2017 03:00 AM,584.257263183594
08/14/2017 03:15 AM,584.257263183594
08/14/2017 03:30 AM,600.503173828125
08/14/2017 03:45 AM,603.715881347656
08/14/2017 04:00 AM,598.292053222656
08/14/2017 04:15 AM,607.660400390625
08/14/2017 04:30 AM,609.63427734375
08/14/2017 04:45 AM,627.498657226563
08/14/2017 05:00 AM,627.498657226563
08/14/2017 05:15 AM,635.949279785156
08/14/2017 05:30 AM,635.949279785156
08/14/2017 05:45 AM,654.728942871094
08/14/2017 06:00 AM,655.747375488281
08/14/2017 06:15 AM,691.674499511719
08/14/2017 06:30 AM,771.138488769531
08/14/2017 06:45 AM,808.073181152344
08/14/2017 07:00 AM,836.79052734375
08/14/2017 07:15 AM,871.6396484375
08/14/2017 07:30 AM,890.680358886719
08/14/2017 07:45 AM,912.338500976563
08/14/2017 08:00 AM,928.367004394531
08/14/2017 08:15 AM,946.09033203125
08/14/2017 08:30 AM,946.09033203125
08/14/2017 08:45 AM,928.367004394531
08/14/2017 09:00 AM,916.729553222656
08/14/2017 09:15 AM,889.501342773438
08/14/2017 09:30 AM,840.065734863281
08/14/2017 09:45 AM,838.830261230469
08/14/2017 10:00 AM,832.992980957031
08/14/2017 10:15 AM,827.175964355469
08/14/2017 10:30 AM,831.810241699219
08/14/2017 10:45 AM,831.03369140625
08/14/2017 11:00 AM,835.509643554688
08/14/2017 11:15 AM,843.777954101563
08/14/2017 11:30 AM,843.777954101563
08/14/2017 11:45 AM,834.0478515625
08/14/2017 12:00 PM,825.885375976563
08/14/2017 12:15 PM,808.6162109375
08/14/2017 12:30 PM,778.402099609375
08/14/2017 12:45 PM,778.091918945313
08/14/2017 01:00 PM,773.9541015625
08/14/2017 01:15 PM,768.394653320313
08/14/2017 01:30 PM,761.889892578125
08/14/2017 01:45 PM,761.889892578125
08/14/2017 02:00 PM,740.924621582031
08/14/2017 02:15 PM,740.924621582031
08/14/2017 02:30 PM,735.946472167969
08/14/2017 02:45 PM,739.847534179688
08/14/2017 03:00 PM,771.581665039063
08/14/2017 03:15 PM,771.581665039063
08/14/2017 03:30 PM,754.880310058594
08/14/2017 03:45 PM,754.880310058594
08/14/2017 04:00 PM,727.160827636719
08/14/2017 04:15 PM,726.925231933594
08/14/2017 04:30 PM,726.793518066406
08/14/2017 04:45 PM,727.160827636719
08/14/2017 05:00 PM,728.229614257813
08/14/2017 05:15 PM,739.740173339844
08/14/2017 05:30 PM,747.413513183594
08/14/2017 05:45 PM,759.090698242188
08/14/2017 06:00 PM,795.664306640625
08/14/2017 06:15 PM,802.566284179688
08/14/2017 06:30 PM,802.566284179688
08/14/2017 06:45 PM,800.285400390625
08/14/2017 07:00 PM,791.170288085938
08/14/2017 07:15 PM,791.170288085938
08/14/2017 07:30 PM,791.726379394531
08/14/2017 07:45 PM,799.707092285156
08/14/2017 08:00 PM,794.655883789063
08/14/2017 08:15 PM,794.655883789063
